Date,Close,High,Low,Open,Volume
,NFLX,NFLX,NFLX,NFLX,NFLX
2002-05-23,1.1964290142059326,1.2428569793701172,1.1457140445709229,1.1564290523529053,104790000
2002-05-24,1.2100000381469727,1.225000023841858,1.1971429586410522,1.214285969734192,11104800
2002-05-28,1.157142996788025,1.2321430444717407,1.157142996788025,1.2135709524154663,6609400
2002-05-29,1.1035710573196411,1.1642860174179077,1.0857139825820923,1.1642860174179077,6757800
2002-05-30,1.0714290142059326,1.1078569889068604,1.0714290142059326,1.1078569889068604,10154200
2002-05-31,1.076429009437561,1.0785709619522095,1.0714290142059326,1.0785709619522095,8464400
2002-06-03,1.1285710334777832,1.1492860317230225,1.076429009437561,1.0800000429153442,3151400
2002-06-04,1.1178569793701172,1.1399999856948853,1.1107139587402344,1.135714054107666,3105200
2002-06-05,1.147143006324768,1.1592860221862793,1.1071430444717407,1.1107139587402344,1531600
2002-06-06,1.182142972946167,1.2321430444717407,1.1485710144042969,1.149999976158142,2305800
2002-06-07,1.1185710430145264,1.1778570413589478,1.1035710573196411,1.1778570413589478,1369200
2002-06-10,1.1564290523529053,1.1749999523162842,1.1342860460281372,1.1349999904632568,484400
2002-06-11,1.1535710096359253,1.1885709762573242,1.1285710334777832,1.1564290523529053,1003800
2002-06-12,1.092857003211975,1.182142972946167,1.089285969734192,1.1535710096359253,1799000
2002-06-13,1.0828570127487183,1.122143030166626,1.0800000429153442,1.1042859554290771,2567600
2002-06-14,0.98642897605896,1.0857139825820923,0.9800000190734863,1.082142949104309,4783800
2002-06-17,0.9221429824829102,1.0592859983444214,0.9178569912910461,1.01357102394104,4855200
2002-06-18,0.9107139706611633,0.9392859935760498,0.8421429991722107,0.9385709762573242,10808000
2002-06-19,0.951429009437561,0.9964290261268616,0.892857015132904,0.9114289879798889,5482400
2002-06-20,0.9571430087089539,1.0399999618530273,0.949999988079071,0.9714289903640747,6111000
2002-06-21,0.9792860150337219,0.9892860054969788,0.9478570222854614,0.982142984867096,2346400
2002-06-24,0.9785709977149963,1.0142860412597656,0.9571430087089539,0.9792860150337219,2567600
2002-06-25,0.9642860293388367,1.0071430206298828,0.947143018245697,0.9885709881782532,3941000
2002-06-26,0.9885709881782532,0.9964290261268616,0.9214289784431458,0.9635710120201111,2924600
2002-06-27,0.9435709714889526,1.0185710191726685,0.942857027053833,1.0092860460281372,3817800
2002-06-28,0.9992859959602356,1.01357102394104,0.9607139825820923,0.9607139825820923,9234400
2002-07-01,1.0278569459915161,1.0464290380477905,0.9928569793701172,1.0,4585000
2002-07-02,1.1728570461273193,1.1950000524520874,1.0392860174179077,1.0535709857940674,9020200
2002-07-03,1.214285969734192,1.214285969734192,1.1178569793701172,1.1785709857940674,4957400
2002-07-05,1.2764290571212769,1.2992860078811646,1.2135709524154663,1.214285969734192,2003400
2002-07-08,1.1757140159606934,1.2521430253982544,1.167857050895691,1.2521430253982544,1953000
2002-07-09,1.160714030265808,1.1964290142059326,1.114285945892334,1.1749999523162842,2935800
2002-07-10,1.1635710000991821,1.1785709857940674,1.1321430206298828,1.1614290475845337,1554000
2002-07-11,1.269286036491394,1.2785710096359253,1.1328569650650024,1.1542860269546509,2529800
2002-07-12,1.2078570127487183,1.2799999713897705,1.207142949104309,1.2785710096359253,2837800
2002-07-15,1.1428569555282593,1.2485710382461548,1.076429009437561,1.2428569793701172,4239200
2002-07-16,1.1264289617538452,1.157142996788025,1.1042859554290771,1.1528569459915161,1941800
2002-07-17,1.089285969734192,1.1635710000991821,1.0757139921188354,1.1449999809265137,1261400
2002-07-18,1.1492860317230225,1.166429042816162,1.1107139587402344,1.1171430349349976,2899400
